text,true_label,predicted,confidence,text_length,length_bin,confidence_bin,error_type
"BREAKING: Trump Reportedly Considering Ted Cruz For Top Cabinet Position Ted Cruz would be fair, honest and most of all, he would follow the law. He would hands down be one of the best choices for this position President-elect Donald Trump is considering nominating Texas Senator Ted Cruz to serve as U.S. attorney general, according to a person familiar with the matter.Cruz, 45, was at Trump Tower in New York on Tuesday. When approached by reporters on his way out, Cruz said the election was a mandate for change but didn t say he was under consideration for a job.Cruz unsuccessfully sought the Republican presidential nomination. He and Trump were at odds during the primary, viciously attacking one another. Trump nicknamed Cruz  Lyin  Ted.  Cruz didn t endorse Trump during a speech at the Republican National Convention in Cleveland. In September, relations between the two men seemed to improve when Cruz said he would vote for Trump.Asked for comment, Cruz spokeswoman Catherine Frazier said:  Cruz is focused on serving Texans in the Senate. He was there today to offer help in promoting the conservative policies that were campaigned on and that he s long fought for. Trump sent out this tweet today:Very organized process taking place as I decide on Cabinet and many other positions. I am the only one who knows who the finalists are!  Donald J. Trump (@realDonaldTrump) November 16, 2016Former New York Mayor Rudy Giuliani was initially discussed as a potential attorney general but now is being discussed as a possible secretary of state pick.   Bloomberg",1,0,0.0065862792378673755,1571,long (500-2K),uncertain (<0.4),False Negative (Fake->Real)
"2012: JUSTICE KENNEDY READ A SCATHING DISSENTING OPINION ON OBAMACARE…Why He May Be The Vote That Saves Obamacare Today Whether federal spending legislation crosses the line from enticement to coercion is often difficult to determine, and courts should not conclude that legislation is unconstitutional on this ground unless the coercive nature of an offer is unmistakably clear. In this case, however, there can be no doubt.   Justices Scalia, Kennedy, Thomas, and AlitoJustice Anthony Kennedy was furious when a majority on the U.S. Supreme Court upheld President Barack Obama s healthcare law. As he read the dissenting opinion from the bench three years ago, his anger was palpable. The majority regards its opinion  as judicial modesty,  he declared.  It is not. It amounts instead to a vast judicial over-reaching. That was Kennedy on June 28, 2012.Now, as the country awaits a ruling in the second major challenge to Obama s signature Affordable Care Act, a question is whether the justice who was the voice of the opposition then could provide the critical fifth vote to uphold the law on the nine-justice court now.At stake are the tax-credit subsidies that have helped low- and moderate-income Americans obtain health insurance. The challengers say the government unlawfully extended those subsidies to states that did not create local insurance exchanges but instead relied on the federal exchange. If the court strikes down the subsidies, millions of Americans in at least 34 of the 50 states could lose coverage.Five years after its passage, the Affordable Care Act has become ingrained in American life even as it remains politically divisive.  This is now part of the fabric of how we care for one another,  Obama, a Democrat, declared in a speech last week. Republicans have called for repeal and among the related lawsuits simmering in lower courts is a dispute brought by Republicans in the U.S. House of Representatives over Treasury Department payments to healthcare insurers.IMPOSSIBLE TO PREDICTIn the case before the court, the unique issue along with Kennedy s record and his comments in oral arguments raise the possibility he will join the four liberal justices to endorse the law. Three years ago, his fellow conservative Chief Justice John Roberts cast the swing vote with the liberals to uphold the law. It marked a rare episode when Kennedy, the usual key justice on this divided bench, did not control the outcome of a momentous case.It is impossible to predict with confidence how the court will resolve the case, King v. Burwell. A ruling is anxiously awaited by officials in Washington and the insurance and healthcare industries nationwide.What is known: Two days after the March 4 oral arguments this year, the justices, per their usual practice, took a vote in a small conference room off Chief Justice Roberts  chambers. The most senior justice on the winning side then assigned the opinion for those in the majority; the senior justice on the dissenting side tapped a writer for the main dissent. Drafts of dueling opinions began circulating among the chambers.In this conversation through memos, the justices will sharpen their arguments, sometimes compromising in reasoning and rhetoric to keep a majority together. Those in dissent similarly hone their retorts. The process is shrouded in secrecy, and the public will only know who is writing which opinion when they are issued.For King v. Burwell, the decision could come down as soon as Monday morning, when the justices next take the bench. It is more likely to be issued later this month. The toughest disputes tend to be resolved right up against the traditional end-of-June deadline for the court s nine-month session. Among the 20 awaited cases is also the question of whether the U.S. Constitution guarantees a right to same-sex marriage.A PIVOTAL POSITIONOn healthcare, either Kennedy or Roberts could tip the balance. Yet the 78-year-old Kennedy, appointed to the bench in 1988 by Republican President Ronald Reagan, may be in a more pivotal position based on his respect for state sovereignty and concern for the practical consequences of a decision.While the 2012 dispute posed a broad-ranging constitutional challenge to the individual insurance mandate before it even took effect, this one turns on a mere four-word clause allowing tax credits for insurance purchased through exchanges  established by the state. The challengers, libertarian lawyers who were among those who lodged the 2012 attack, say that means that the subsidies are not available to people who have bought insurance through federally facilitated exchanges, which vastly outnumber state-run exchanges. The Obama administration contends the law, taken as a whole, makes clear that Congress, when it passed the law, intended the subsidies to apply to all exchanges.During oral arguments Justice Kennedy suggested the challengers  view of the law could put unconstitutional federal pressure on states, because if they failed to set up exchanges, they would lose subsidies:  The states are being told either create your own exchange or we ll send your insurance market into a death spiral,  he said.Kennedy also does not rigidly interpret the words of a statute. He considers how a decision may play out, and he noted that if  people pay mandated taxes  and are denied tax credits,  the cost of insurance will be sky-high. Still, Kennedy may harbor skepticism about the law known as Obamacare, and he acknowledged during arguments the possibility that the challengers could  prevail on the plain words of the statute. Via: Reuters",1,0,0.010194617748447593,5602,very long (2K+),uncertain (<0.4),False Negative (Fake->Real)
"(VIDEO) CONGRESSIONAL BUDGET OFFICE: DEBT HEADED TO 103% OF GDP – LAST SEEN AT END OF WWII CBO DIRECTOR:  How long the nation could sustain such growth in federal debt is impossible to predict with any confidence. At some point, investors would begin to doubt the government s willingness or ability to meet its debt obligations, requiring it to pay much higher interest costs in order to continue borrowing money. Such a fiscal crisis would present policymakers with extremely difficult choices and would probably have a substantial negative impact on the country.  ",1,0,0.37702983293412,567,long (500-2K),uncertain (<0.4),False Negative (Fake->Real)
"Proposed Budget Deal Is MUCH WORSE On U.S. Border Security Than We Originally Thought Only a few days after his inauguration, President Donald Trump moved aggressively to tighten the nation s immigration policies Wednesday, signing executive actions to jumpstart construction of a U.S.-Mexico border wall and block federal grants from immigrant-protecting  sanctuary cities. Beginning today the United States of America gets back control of its borders,  Trump declared during a visit to the Department of Homeland Security.  We are going to save lives on both sides of the border. Trump cast his actions as fulfillment of a campaign pledge to enact hard-line immigration measures, including construction of a wall paid for by Mexico. With the families of Americans killed by people living in the U.S. illegally sitting in the audience, Trump said,  When it comes to public safety, there is no place for politics. Trump cast his actions as fulfillment of a campaign pledge to enact hard-line immigration measures, including construction of a wall paid for by Mexico. With the families of Americans killed by people living in the U.S. illegally sitting in the audience, Trump said,  When it comes to public safety, there is no place for politics.   PBSAlthough the source of funding for a border wall was never really clear, most Americans believed with a Republican majority in both the House and Senate, funding for a secure border wall, as part of our national security was a no-brainer. Conservative Review   The proposed budget deal before the House of Representatives is playing out like a bad replay of the latter Obama era: A Republican-controlled Congress   given the power of the purse by the American people   giving away the farm to Democrat demands.But the capitulation is far worse than one may realize. It s not just the lack of new funding for a southern border wall; this omnibus, which funds countless liberal priorities, prohibits existing funds from being used on any sort of border wall as well.According to a Congressional Research Service report from January, the Department of Homeland Security could have taken non-obligated funds and used them to put structures along areas of the border already spelled out in the Secure Fence Act of 2006 mandating a double-layered fence. Indeed, nothing in current law would appear to bar DHS from installing hundreds of miles of additional physical barriers,  it contends,  at least so long as this action was determined appropriate to deter illegal crossings in areas of high illegal entry or was deemed warranted to achieve  operational control  of the southern border. It s important to remember that the requirement to construct  no less than 700 miles  of border fencing (originally 850 miles) has been the law on the books for over a decade. Obama used waiver authority and very loose discretion (thanks to the weakening of the law in 2008) to skirt the requirement.Now that Trump wants to fulfill the existing mandate, Congress really has a moral obligation to honor the existing statutory authorization with sufficient appropriations. This is not some Trump boondoggle; this is a law passed with major bipartisan support in 2006.What the current proposal does is not only not fund a border wall, but it s so specifically worded as to prohibit any of the currently allocated funds from going to construction on the project. The bill actually rescinds $21 million in unobligated funds for border fencing.This means that even previous resources cannot be used on new construction as well, thereby tying the administration s hands and essentially weakening current law. Without this language, Trump could theoretically begin entering into contracts so that by the time the September funding bill is signed, he can hit the ground running with new funding (not that he will fight then, either). So, rather than take what money exists and use that to start negotiating contracts, run studies, and do whatever else is conceivable on physical border security between now and when Congress revisits this never-ending budget circus in September, nothing except for maintenance on the current, insufficient structure will be permitted.Meanwhile, the current budget retains provisions either providing funds specifically for, or predicating them upon, border security in countries such as Jordan, Lebanon, Egypt, Pakistan, Libya, Ethiopia, and other countries  affected by extremism. That is not to say that the security of these borders against the likes of jihadists aren t our concern, or that these provisions ought not to exist. Assisting in physically stopping the flow of terrorist arms and personnel across borders is but one basic tool to be employed in the global fight against Sharia supremacism. But the juxtaposition of these is telling.A Republican Congress is willing to pass a bill that realizes border security is necessary for countries across the ocean, but will sacrifice not only a symbol of our own sovereignty, but a physical means of protecting it (the only effective way of tackling the policy and political problems with open borders). ",1,0,0.18669364387106507,5119,very long (2K+),uncertain (<0.4),False Negative (Fake->Real)
"BREAKING: GEN MICHAEL FLYNN RESIGNS After Close Friend Steve Bannon Reportedly Offered These 4 Words Of Advice Michael Flynn resigned as President Donald Trump s national security adviser Monday night, amid a growing scandal over his contacts with Russian officials.The White House announced the resignation after days of uncertainty about Flynn s fate after reports that he d obfuscated the details of his conversations with Russian officials to Vice President Mike Pence and other administration officials.Trump administration officials, including chief White House counsel Don McGahn, were briefed last month on Flynn s apparent misstatements about his discussions with the Russians. Yates was dismissed a few days later   after refusing to enforce Trump s travel ban executive order   but a source familiar with the situation said her briefing on Flynn did not appear to play a role in her firing.The Washington Post was the first to report the briefing Monday. The White House announced Flynn s resignation shortly afterward. In the course of my duties as the incoming National Security Advisor, I held numerous phone calls with foreign counterparts, ministers, and ambassadors. These calls were to facilitate a smooth transition and begin to build the necessary relationships between the President, his advisors and foreign leaders. Such calls are standard practice in any transition of this magnitude,  Flynn wrote in his resignation letter. I inadvertently briefed the Vice President Elect and others with incomplete information regarding my phone calls with the Russian Ambassador. I have sincerely apologized to the President and the Vice President, and they have accepted my apology,  Flynn added.Keith Kellogg, the National Security Council chief of staff, will step in as the acting national security adviser and head of the National Security Council. Retired Army Gen. Barry McCaffrey, who has known Kellogg for decades, said early Tuesday that he is a  good man  who was among the earliest Trump loyalists.Flynn, long a controversial figure in the national security establishment, was widely disliked by Trump s more establishment aides, who said he fueled Trump s conspiracy theories and distrust of the intelligence community. But he had maintained Trump s support, as the president believed he was loyal and had insight into military affairs. He was also particularly close to Stephen Bannon, the president s top strategist and a philosophical and strategic adviser with a vast sway on the presidency.Over the weekend, Bannon pulled Flynn aside for a conversation, according to a White House official. Gannon, who had supported Flynn amid turmoil, told him he should  do the right thing  and resign, this official said.The White House has already begun canvassing for Flynn s permanent replacement. Retired Gen. David Petraeus is scheduled to meet with Trump at the White House on Tuesday, according to people familiar with the plans.Petraeus was briefly considered for secretary of state during the transition but was passed over in part because of his 2015 conviction for mishandling classified information.Trump has long admired Petraeus and sought his counsel.  Trump likes him, he respects him,  said a person close to Trump.Petraeus did not respond to an email seeking comment.For entire story  Politico",1,0,0.4748666076104941,3327,very long (2K+),borderline (0.4-0.6),False Negative (Fake->Real)
"UN NEWS AGENCY SCRUBS TWEET Calling On Americans Abroad To ‘Stop Trump’ The United Nations News Centre   the official U.N. news service   tweeted, then quickly pulled, a post that called for  8 million Americans abroad  to  stop Trump. The tweet, published at 9:14 p.m. ET on Thursday, urged American expats to share a voter registration tool on the website of the activist organization Avaaz that states,  U.S. Citizens abroad could defeat Trump   if they voted. The Web page, titled  The October surprise that will end Trump,  allows users to sign up for help registering to vote in the Nov. 8 presidential election and encourages them enlist their friends as well.  At a time when Trump is trying to divide us, we could help defeat him if we all share this page with EVERYONE. Let s reach every US voter abroad,  it reads. The tweet was deleted within 20 minutes, without explanation. Ari Gaitanis, chief of the U.N. News Services Section, which oversees the twitter account, said it was a mistake. Read more: Politico",1,0,0.02069815957945276,1021,long (500-2K),uncertain (<0.4),False Negative (Fake->Real)
"A Picture and its Story: Reaching out to rescue a Rohingya woman PALONG KHALI, Bangladesh (Reuters) - Hannah McKay was on her first foreign assignment, just three months after joining Reuters, photographing Rohingya Muslims in refugee camps in Bangladesh. Then she and other photographers heard around 5,000 more people were heading to the area, trying to find their way across the border from neighbouring Myanmar. Here is her account of what happened next:  We were standing, looking out over paddy fields and grasslands   lots of water and one thin path leading to the border with Myanmar.   In the distance we could see a huge group of people. But they weren t moving. It was 4 o clock in the afternoon with only two hours left of daylight. So we decided to move towards them.   It took us about an hour along the muddy path, meeting border guards and persuading them to let us pass. Then we saw thousands of refugees just sitting there, with more Bangladeshi border guards telling us to go back.  We could see something was going on behind the crowd. So we waited for an opportunity to move closer, and that s when we saw them.   The crowd was sitting on a riverbank and behind them, about three meters below, in the river itself, there were just hundreds of refugees coming across every minute. It was non-stop. There was no end to the people. People carrying babies. Elderly people being escorted through the water and mud, more than knee-deep.  And we were just photographing everyone coming towards us.   Then this woman appeared. She got to the point where she needed to get up to the footpath where we were. But she was just exhausted. She didn t have anything left to get herself up. Two refugee men on her level were trying to push her up, which was when we reached out to help. Another Reuters photographer, Adnan Abidi, took a hand. Another photographer took another and I got her leg when she got within range. It was a case of dragging her.  She lay there for a few minutes and then, I have no idea what happened to her. There were so many people around and it was chaos.  We decided to get down into the river to get a different view. And it was so difficult   even for us who had some energy to spare. All the people around us had been walking for days. When I got back to the bank, I found I had nothing to hold onto, with two cameras weighing me down. That s when two refugee men reached out with their hands and pulled me on to the bank. I kept saying  Thank You , but they didn t understand.  It was overwhelming and made me think of the woman we had pulled out.   You are there trying to do your job with a camera in your hand. And then your heart overrules your head. I had been in the camps, where everything was quite settled. But then I saw the real chaos and the refugees  desperate situation. You hear about it. But seeing it is a completely different thing.  Related photo at reut.rs/2yp96R4 ",0,1,0.9644142211853658,2923,very long (2K+),confident (0.8+),False Positive (Real->Fake)
"EGYPTIAN COURT SENTENCES MUSLIM BROTHERHOOD LEADER AND 13 OTHERS TO DEATH AND LEADER’S “Peaceful” U.S.-Egyptian Brother To Life In Prison But wait wasn t the Muslim Brotherhood s Arab Spring (Sharia Law for all Egyptians) supposed to be a good thing? An Egyptian court sentenced Mohamed Badie, leader of the outlawed Muslim Brotherhood, and 13 other senior members of the group to death for inciting chaos and violence, and gave a life term to a U.S.-Egyptian citizen for ties to the Brotherhood.The men were among thousands of people detained after freely elected Islamist president Mohamed Mursi was toppled in 2013 by the military under Abdel Fattah al-Sisi, who is now president.Sisi describes the Brotherhood as a major security threat. The group says it is committed to peaceful activism and had nothing to do with Islamist militant violence in Egypt since Mursi s fall following mass protests against his rule.Egypt s mass trials of Brotherhood members and people accused of links to the group, as well as its tough crackdown on Islamist and liberal opposition alike, have drawn international criticism of its judicial system and human rights record.The sentences, pronounced at a televised court session on Saturday, can be appealed before Egypt s highest civilian court in a process that could take years to reach a final verdict.U.S.-Egyptian citizen Mohamed Soltan was sentenced to life in jail for supporting the veteran Islamist movement and transmitting false news. He is the son of Brotherhood preacher Salah Soltan, who was among those sentenced to death.Mohamed Abdel-Mawgod, one of the defense lawyers, condemned the verdicts.  The court did not differentiate between the defendants and put them all in the same basket,  he told reporters at the courthouse. None of the defendants were present during the hearing.Badie is the Brotherhood s General Guide and has already been sentenced to several death and life sentences. His deputy Khairat El-Shater was given a life sentence on Saturday. OPERATIONS ROOM  TRIALRights groups say Egypt, where a popular uprising toppled veteran autocrat Hosni Mubarak in 2011 and started years of political turmoil, is now cracking down on all dissent. Sisi says stability is needed to revive the shattered economy.Rights advocates have criticized a U.S. decision to end a freeze on military aid to Cairo, saying Washington is putting human rights on the backburner. The United States has said the decision to end the freeze was in the interest of national security.Mohamed Soltan, 27, arrested in August 2013, had been on hunger strike while in prison. He deserves the punishment because of the money and instructions from the Brotherhood which were found with him, and for spreading chaos and horror in society,  presiding Judge Mohamed Nagi Shehata told reporters.Sara Mohamed, a relative of the Soltan family, said they would appeal the verdict.  It was a farce trial of the first class None of the defendants attended the session,  she told Reuters by phone.A website calling for Mohamed Soltan s release says he was not a member of the Brotherhood, describing him as a U.S.-educated peace activist who was involved in youth events and charities. The website shows pictures of him lying emaciated on a stretcher while in detention.Saturday s case was known in local media as  The Rabaa Operations Room  trial. This is in reference to a sit-in at Rabaa square in 2013 in which hundreds of people protesting at the overthrow of Mursi were killed when security forces tried to clear the area by force.Cairo has defended its actions, saying it had given protesters the opportunity to leave peacefully and that armed elements within the Brotherhood initiated the violence.Saturday s session sentenced 51 people. Those who were not sentenced to death were given a life sentence. The long list of charges included leading and funding an outlawed group, overturning the constitution and planning to spread chaos, a court source said.Via: Reuters",1,0,0.0029882487305546357,3993,very long (2K+),uncertain (<0.4),False Negative (Fake->Real)
"GENERAL BOYKIN On Gender Neutral Bathrooms: “…the first man that walks in my daughter’s bathroom, he ain’t going to have to worry about surgery.” General Boykin spoke at The Awakening 2016 conference and had this to say about the hot topic of gender neutral bathrooms: ",1,0,0.14455265613709462,269,medium (100-500),uncertain (<0.4),False Negative (Fake->Real)
"OBAMA MAKES STUNNING 11th Hour Gift Of Massive Uranium Shipment To Iran…As Iran Develops Long-Range Missile Plan In what amounts to an 11th hour  gift  by the outgoing Obama administration to Tehran s leadership to keep the country, which on Sunday was involved in yet another shooting incident with a US destroyer, content and compliant with Obama s landmark  Nuclear deal , the AP reported that Iran is to receive a huge shipment of natural uranium from Russia to compensate it for exporting tons of reactor coolant. The move was approved by the outgoing U.S. administration and other governments  seeking to keep Tehran committed to a landmark nuclear pact. AP cites two senior diplomats who said that the transfer which was recently agreed by the U.S. and five other world powers that negotiated the nuclear deal with Iran, foresees delivery of 116 metric tons (nearly 130 tons) of natural uranium. U.N. Security Council approval is needed but a formality, considering five of those powers are permanent Security Council members, they said. The swap is in compensation for the approximately 40 metric tons (44 tons) of heavy water exported by Iran to Russia since the nuclear agreement went into effect. Another 30 metric tons have gone to the U.S. and Oman.While Uranium can be enriched to levels ranging from reactor fuel or medical and research purposes to the core of an atomic bomb, Iran has claimed it has no interest in such weapons and its activities are being closely monitored under the nuclear pact to make sure they remain peaceful. As we reported at the time, Tehran previously received a similar amount of natural uranium in 2015 as part of negotiations leading up to the nuclear deal, in a swap for enriched uranium it sent to Russia. But the new shipment will be the first such consignment since the deal came into force a year ago.The news comes ahead of a meeting in Vienna, where representatives of Iran, the United States, Russia, China, Britain, France and Germany will review Iranian complaints that the U.S. was reneging on sanctions relief pledges included in the nuclear deal.As AP adds,  the uranium agreement comes at a sensitive time. With the incoming U.S. administration and many U.S. lawmakers already skeptical of how effective the nuclear deal is in keeping Iran s nuclear program peaceful over the long term, they might view it as further evidence that Tehran is being given too many concessions. Tehran s nuclear activities start to expire in less than a decade. The troubling part, if only for those who see Iran as hell bent on creating nucleaar weapons was noted by David Albright, whose Institute of Science and International Security often briefs U.S. lawmakers on Iran s nuclear program, says the shipment could be enriched to enough weapons-grade uranium for more than 10 simple nuclear bombs,  depending on the efficiency of the enrichment process and the design of the nuclear weapon. While it remains to be seen if Trump will comment on the unexpected delivery, we are certain that Israel, and especially its embattled prime minister Netanyahu, will raise a substantial fuss over the renewed possibility of a nuclear-armed neighbor. Heavy water is used to cool a type of reactor that produces more plutonium than reactors cooled by light water. Like enriched uranium, plutonium can be turned into the fissile core of a nuclear weaponMeanwhile, Reuters reports that Iranian lawmakers, far from demilitarizing, approved plans on Monday to expand military spending to five percent of the budget, including developing the country s long-range missile program which U.S. President-elect Donald Trump has pledged to halt. The vote is a boost to Iran s military establishment   the regular army, the elite Islamic Revolutionary Guard Corps (IRGC) and defense ministry   which was allocated almost 2 percent of the 2015-16 budget. But it could put the Islamic Republic on a collision course with the incoming Trump administration, and fuel criticism from other Western states which say Tehran s recent ballistic missile tests are inconsistent with a U.N. resolution on Iran. The resolution, adopted last year as part of the deal to curb Iran s nuclear activities, calls on Iran to refrain from work on ballistic missiles designed to deliver nuclear weapons. Tehran says it has not carried out any work on missiles specifically designed to carry such payloads.The Obama administration says Iran s ballistic missile tests have not violated the nuclear agreement with Tehran, but Trump, who criticized the accord as  the worst deal ever negotiated , has said he would stop Iran s missile program. Those ballistic missiles, with a range of 1,250 miles, were designed to intimidate not only Israel   but also intended to frighten Europe and someday maybe hit even the United States,  he told the American Israel Public Affairs Committee AIPAC in March.  We re not going to let that happen. So one hand, we have Obama desperate to salvage his diplomatic legacy (having already seen TPP implode and Obamacare starting the repeal proess), appeasing Iran in every possible way, even if it means further antagonizing Israel; on the other we have Iran taking advantage of Obama s weakness, and accelerating the ballistic weapons program which has been banned per the same treasury that Obama wants to see continue. Finally, throw in Trump and Netanyahu in the mix, and the future for US-Iranian relations after January 20 suddenly looks rather volatile.  Zero Hedge",1,0,0.4262651592192933,5495,very long (2K+),borderline (0.4-0.6),False Negative (Fake->Real)
"Trump loves 'the poorly educated' ... and social media clamors (Reuters) - U.S. presidential candidate Donald Trump’s declaration of love for “the poorly educated” in his Nevada victory speech lit up social media on Wednesday, sparking a battle between those dumbfounded by the remark and those saying it had been taken out of context.  After winning the vote of the state’s Republicans by a wide margin on Tuesday, the real estate billionaire rattled off a list of those groups who swept him to victory: “We won with young. We won with old. We won with highly educated. We won with poorly educated. I love the poorly educated.”  By Wednesday morning, the phrase “I LOVE THE POORLY EDUCATED” was trending heavily. On Twitter, it was tweeted roughly 15 times a minute, according to social media analytics firm Zoomph.  ""I am, by modern standards, poorly educated, and I think that Donald Trump is a threat to America,"" tweeted Aaron Camp (@AaronApolloCamp).  Another Twitter user, Kat (@VTweddingPhoto), wrote, “This is an embarrassment. For the GOP and for us as Americans. The world is once again laughing.”  Others said Trump’s remark was being taken out of context, as he also touted having won the support of “the highly educated.”  ""To be fair with Trump, he said 'I love the highly educated and the poorly educated'. Don't take it out of context,"" tweeted Super Bowl Champs (@Josh_D_Manning).  Dan Slott (@DanSlott) was not swayed. “We won the poorly educated vote. I love the poorly educated” - Trump Not a joke. Not parody. Not out of context. Trump ACTUALLY said this.”  Trump has won three of the four state-by-state Republican nominating contests, including Nevada, in the run-up to the party nominating convention in July and the Nov. 8 general election to succeed President Barack Obama.  ",0,1,0.7146582947959746,1802,long (500-2K),moderate (0.6-0.8),False Positive (Real->Fake)
"New Jersey 'Bridgegate' defendant says he was duped NEWARK, N.J. (Reuters) - After days of complaints about traffic jams at a major New York bridge in 2013, New Jersey Governor Chris Christie’s associate demanded to know if lane closures were political retribution, he testified on Monday. On trial over his alleged role in the “Bridgegate” scandal, Bill Baroni, Christie’s top political appointee at the Port Authority of New York and New Jersey, said he confronted fellow authority executive David Wildstein to ask whether the lane closures in September 2013 were an act of retribution against the Democratic mayor of a commuter town. “I said, ‘David, tell me right now, is this true?’” Baroni testified in federal court in Newark, where he is on trial on fraud charges. “He looked me in the eye and said, ‘Absolutely not.’” In his first day of testimony, Baroni asserted that Wildstein orchestrated the lane closures without his knowledge to punish Mark Sokolich, the mayor of Fort Lee, for his refusal to endorse Christie’s re-election bid. Baroni also rejected Wildstein’s contention that they discussed the scheme with Christie as it was unfolding. Christie had soared to national prominence in late 2012 for his response to Superstorm Sandy and wanted to use that spotlight, and an aura of bipartisan spirit, to catapult himself towards the White House. But the scandal hurt his image and his campaign ultimately collapsed early this year, though he has always denied involvement. Baroni’s story was entirely at odds with the narrative U.S. prosecutors have presented at trial. They have accused Baroni, Wildstein and former Christie deputy chief of staff Bridget Kelly of conspiring to create the traffic jam to punish Sokolich. Kelly, on trial alongside Baroni, is also expected to testify. Wildstein has pleaded guilty and appeared as the government’s star witness earlier in the case. Baroni said he confronted Wildstein after receiving a letter from Sokolich suggesting the closures had “punitive overtones.” But during cross-examination, Assistant U.S. Attorney Lee Cortes pointed out that days before, Sokolich left him a voicemail asking “who’s mad at me?” “So the first time you heard from him, he was asking if someone was mad at him? It wasn’t Thursday?” Cortes asked. Baroni said he believed Wildstein’s representation that the George Washington Bridge lane closure was part of a traffic study and that he should not respond to Sokolich.  “I’ve regretted it ever since,” Baroni said. Wildstein said he and Baroni invented the traffic study as a cover story. ",0,1,0.8113016165259973,2577,very long (2K+),confident (0.8+),False Positive (Real->Fake)
